Order ID,Product ID,Category,Sub-Category,Order Date,Ship Date,Customer ID,Customer Name,Region,Country,Sales,Quantity,Discount,Profit,Shipping Cost,Payment Method,Review Score
ORD390,PROD400,Beauty,Makeup,21-01-2025,28-01-2025,CUST500,Joe Clark,South America,Brazil,414.36,2,0.22,78.61,15.28,Debit Card,5
ORD391,PROD401,Clothing,Jeans,16-05-2024,19-05-2024,CUST501,Charles Ortiz,Australia,Australia,23.76,1,0.27,2.69,26.44,Gift Card,3
ORD392,PROD402,Clothing,Shoes,28-04-2024,04-05-2024,CUST502,Eric Nguyen,South America,Colombia,47.34,1,0.17,5.93,47.03,Debit Card,2
ORD393,PROD403,Home & Kitchen,Furniture,28-04-2024,03-05-2024,CUST503,Tina Smith,South America,Brazil,191.68,4,0.12,33.03,20.89,PayPal,4
ORD394,PROD404,Sports,Sportswear,05-09-2024,07-09-2024,CUST504,Nicole Smith,Europe,Italy,207.45,1,0.16,21.13,23.15,PayPal,4
ORD395,PROD405,Home & Kitchen,Bedding,01-03-2024,04-03-2024,CUST505,Kaylee Lawrence,Australia,Australia,109.19,3,0.17,32.5,16.29,Gift Card,2
ORD396,PROD406,Books,Non-Fiction,09-10-2024,17-10-2024,CUST506,Philip Clark,Asia,India,187.27,4,0.13,22.3,27.45,PayPal,1
ORD397,PROD407,Electronics,Tablets,01-09-2024,04-09-2024,CUST507,Morgan Simpson,Europe,UK,124.85,2,0.08,33.86,29.28,Debit Card,3
ORD398,PROD408,Beauty,Skincare,03-04-2024,09-04-2024,CUST508,Nicole Daniels,Australia,Australia,244.24,1,0.25,72.52,16.93,Gift Card,2
ORD399,PROD409,Books,Educational,29-12-2024,03-01-2025,CUST509,Clinton Flowers,South America,Colombia,72.15,4,0,17.94,37.06,Debit Card,1
ORD400,PROD410,Toys,Stuffed Toys,29-04-2024,08-05-2024,CUST510,Sheila Harrell,South America,Brazil,235.32,1,0.01,43.51,25.54,PayPal,4
ORD401,PROD411,Books,Non-Fiction,13-06-2024,16-06-2024,CUST511,Ellen Thompson,North America,Mexico,108.26,4,0.26,22.53,46.82,Gift Card,4
ORD402,PROD412,Electronics,Laptops,04-02-2025,10-02-2025,CUST512,Nicholas Chen,Asia,Japan,86.43,3,0.29,20.69,33.51,Credit Card,2
ORD403,PROD413,Beauty,Skincare,24-01-2025,02-02-2025,CUST513,Emily Mason,Australia,Australia,398.05,3,0.14,114.9,46.74,Credit Card,3
ORD404,PROD414,Home & Kitchen,Cookware,19-07-2024,27-07-2024,CUST514,Stephanie Jackson,Australia,Australia,337.03,3,0.3,38.82,38.6,Debit Card,2
ORD405,PROD415,Toys,Puzzles,28-01-2025,04-02-2025,CUST515,Melissa Villanueva,Australia,Australia,264.68,2,0.23,58.38,11.18,Credit Card,1
ORD406,PROD416,Clothing,Shoes,02-08-2024,06-08-2024,CUST516,Austin Lewis,North America,Mexico,377.04,3,0.07,63.08,39.02,PayPal,2
ORD407,PROD417,Electronics,Headphones,08-11-2024,16-11-2024,CUST517,Christine Carter,Australia,Australia,14.57,3,0.11,3.31,41.9,Debit Card,4
ORD408,PROD418,Electronics,Smartphones,13-10-2024,19-10-2024,CUST518,Whitney Randall,North America,Mexico,488.39,1,0.09,127.32,33.96,PayPal,2
ORD409,PROD419,Clothing,Jackets,07-12-2024,13-12-2024,CUST519,Karen Martin,Asia,India,421.53,1,0.23,58.88,30.84,Debit Card,4
ORD410,PROD420,Clothing,Jackets,13-02-2025,21-02-2025,CUST520,Kelsey Andrews,Asia,China,280.3,2,0.22,47.58,35.85,Debit Card,1
ORD411,PROD421,Books,Fiction,20-02-2025,24-02-2025,CUST521,Lucas Carroll,Europe,Germany,333.79,2,0.14,57.9,6.32,Gift Card,3
ORD412,PROD422,Electronics,Tablets,01-03-2024,08-03-2024,CUST522,Joshua Phillips,North America,Canada,48.66,1,0.17,8.91,19.11,Gift Card,4
ORD413,PROD423,Electronics,Tablets,03-03-2024,10-03-2024,CUST523,Don Castro,South America,Argentina,114,1,0.06,25.7,33.09,PayPal,3
ORD414,PROD424,Toys,Action Figures,07-12-2024,16-12-2024,CUST524,Stephanie Gillespie,North America,Mexico,44.51,1,0.25,11.66,11.75,Debit Card,5
ORD415,PROD425,Home & Kitchen,Furniture,28-09-2024,30-09-2024,CUST525,Jack Klein,North America,USA,323.98,4,0.24,66.92,43.55,PayPal,1
ORD416,PROD426,Electronics,Tablets,05-05-2024,13-05-2024,CUST526,Michael Williams,South America,Argentina,289.25,2,0.28,70.73,41.47,PayPal,3
ORD417,PROD427,Sports,Treadmills,21-08-2024,30-08-2024,CUST527,Christina Hansen,Asia,India,463.18,4,0.01,115.98,24.37,Credit Card,4
ORD418,PROD428,Home & Kitchen,Furniture,29-08-2024,01-09-2024,CUST528,Desiree Davis,North America,Mexico,199.96,4,0.06,25.49,37.37,Debit Card,3
ORD419,PROD429,Sports,Sportswear,18-01-2025,20-01-2025,CUST529,James Jones,Asia,India,420.1,2,0.14,94.5,28.26,PayPal,3
ORD420,PROD430,Home & Kitchen,Bedding,25-03-2024,28-03-2024,CUST530,Raymond Orr,Europe,UK,491.34,3,0.23,115.87,26.38,Debit Card,2
ORD421,PROD431,Electronics,Smartphones,04-04-2024,08-04-2024,CUST531,Victoria Lynch,Europe,France,224.01,2,0.08,59.98,47.18,Credit Card,2
ORD422,PROD432,Electronics,Laptops,28-06-2024,01-07-2024,CUST532,Paul Thomas,Australia,Australia,49.44,3,0.25,4.98,22.1,Debit Card,1
ORD423,PROD433,Electronics,Laptops,06-02-2025,14-02-2025,CUST533,Katie Rivas,Australia,New Zealand,480.63,1,0.01,68.37,41.96,Debit Card,4
ORD424,PROD434,Books,Comics,16-03-2024,21-03-2024,CUST534,Jason Jennings,Australia,Australia,422.29,3,0.2,45.99,46.45,Debit Card,5
ORD425,PROD435,Electronics,Laptops,01-01-2025,04-01-2025,CUST535,Brent White,South America,Brazil,448.43,3,0.1,66.68,46.36,PayPal,4
ORD426,PROD436,Electronics,Headphones,08-05-2024,10-05-2024,CUST536,Craig Evans,Australia,New Zealand,330.49,4,0.14,56.88,14.67,Credit Card,2
ORD427,PROD437,Clothing,Shoes,27-11-2024,02-12-2024,CUST537,Christopher Adams,South America,Argentina,255.16,3,0.03,50.71,43.02,Gift Card,1
ORD428,PROD438,Electronics,Smartphones,24-10-2024,01-11-2024,CUST538,Jeffrey Rodriguez,Asia,India,52.05,4,0.16,7.62,31.79,Debit Card,1
ORD429,PROD439,Clothing,Shirts,12-06-2024,19-06-2024,CUST539,Brandon Strong,Europe,Italy,36.48,2,0.21,5.72,45.18,Credit Card,3
ORD430,PROD440,Beauty,Haircare,06-10-2024,10-10-2024,CUST540,Donna Pitts,North America,USA,222.82,2,0.13,33.94,43.2,Gift Card,2
ORD431,PROD441,Toys,Board Games,04-04-2024,08-04-2024,CUST541,Andrea Dixon,Europe,Italy,254.62,4,0.12,57.19,31.01,Debit Card,3
ORD432,PROD442,Beauty,Skincare,12-07-2024,21-07-2024,CUST542,Laura Mosley,Europe,UK,64.09,2,0.19,18.26,30.93,Credit Card,5
ORD433,PROD443,Electronics,Laptops,11-09-2024,18-09-2024,CUST543,Victoria Richardson,Europe,Italy,173.25,1,0.04,33.86,5.01,Gift Card,2
ORD434,PROD444,Books,Educational,02-01-2025,07-01-2025,CUST544,Sharon Martinez,Europe,France,171.22,3,0.2,27.05,27.88,PayPal,1
ORD435,PROD445,Beauty,Skincare,07-11-2024,09-11-2024,CUST545,Tanya Howard,North America,USA,380.44,3,0.02,80.13,29.89,PayPal,3
ORD436,PROD446,Home & Kitchen,Furniture,14-08-2024,21-08-2024,CUST546,Christopher Anderson,Asia,China,46.1,2,0.14,10.27,29.02,Gift Card,2
ORD437,PROD447,Clothing,Shoes,15-12-2024,24-12-2024,CUST547,Sherri Combs,Asia,South Korea,67.63,4,0.23,15.87,20.02,Credit Card,3
ORD438,PROD448,Toys,Puzzles,06-10-2024,09-10-2024,CUST548,Brenda Lopez,Australia,New Zealand,388.39,2,0.28,106.34,16.17,Debit Card,3
ORD439,PROD449,Toys,Stuffed Toys,01-07-2024,07-07-2024,CUST549,Thomas Jones,North America,Canada,262.14,3,0.22,68.11,16.47,Credit Card,2
ORD440,PROD450,Home & Kitchen,Furniture,24-10-2024,31-10-2024,CUST550,Ryan Ward,Asia,India,173.89,2,0.18,35.61,46.77,Debit Card,5
ORD441,PROD451,Home & Kitchen,Cookware,20-05-2024,27-05-2024,CUST551,Donald Garcia,North America,Mexico,308.75,3,0.02,50.38,35.26,Credit Card,3
ORD442,PROD452,Sports,Sportswear,29-07-2024,02-08-2024,CUST552,Nicole Clark,Asia,China,104.73,4,0.06,13.72,31.67,Credit Card,3
ORD443,PROD453,Toys,Action Figures,23-01-2025,27-01-2025,CUST553,Lisa Park,South America,Colombia,251.72,2,0.13,30.18,8.84,Gift Card,1
ORD444,PROD454,Beauty,Skincare,09-06-2024,14-06-2024,CUST554,Amber Griffin,South America,Colombia,466.26,2,0.16,120.73,44.88,Credit Card,4
ORD445,PROD455,Sports,Treadmills,16-02-2025,25-02-2025,CUST555,Karen Fisher,Australia,New Zealand,12.44,4,0.04,3.09,49.91,PayPal,2
ORD446,PROD456,Sports,Sportswear,21-07-2024,30-07-2024,CUST556,Amy Juarez,South America,Colombia,365.02,2,0.15,85.49,27.18,Credit Card,3
ORD447,PROD457,Home & Kitchen,Bedding,09-03-2024,18-03-2024,CUST557,Thomas Hernandez,North America,Mexico,414.18,3,0.26,55.64,13.53,Debit Card,2
ORD448,PROD458,Home & Kitchen,Decor,07-05-2024,14-05-2024,CUST558,Nathan Anderson,South America,Colombia,158.25,4,0.22,42.17,32.13,PayPal,5
ORD449,PROD459,Toys,Puzzles,31-12-2024,06-01-2025,CUST559,Mario Lamb,South America,Colombia,413.92,4,0.28,50.27,16,Credit Card,3
ORD450,PROD460,Books,Comics,25-03-2024,30-03-2024,CUST560,David Houston,Asia,India,51.15,2,0.03,10.47,15.45,Gift Card,3
ORD451,PROD461,Beauty,Makeup,06-02-2025,12-02-2025,CUST561,Jessica Myers,Asia,South Korea,390.67,2,0.18,65.29,29.03,Gift Card,4
ORD452,PROD462,Toys,Stuffed Toys,16-06-2024,23-06-2024,CUST562,Erika West,Europe,France,14.08,3,0.01,2.96,45.32,Debit Card,4
ORD453,PROD463,Electronics,Smartphones,21-07-2024,23-07-2024,CUST563,Justin Nolan,South America,Brazil,350.96,3,0.21,78.45,49.64,Debit Card,5
ORD454,PROD464,Home & Kitchen,Cookware,25-04-2024,30-04-2024,CUST564,Alexander Hill,North America,USA,103.95,1,0.01,11.03,31.19,PayPal,3
ORD455,PROD465,Books,Comics,24-02-2025,02-03-2025,CUST565,Andrew Patrick,South America,Brazil,93.71,1,0.26,13.93,15.76,Gift Card,3
ORD456,PROD466,Beauty,Perfumes,03-10-2024,05-10-2024,CUST566,Susan Bridges,Asia,Japan,499.86,1,0.08,88.64,47.69,PayPal,1
ORD457,PROD467,Clothing,Jeans,08-09-2024,10-09-2024,CUST567,Laura Hickman,North America,USA,40.57,2,0.22,6.02,21.29,Credit Card,5
ORD458,PROD468,Electronics,Smartphones,20-01-2025,25-01-2025,CUST568,Jacob Stevens,South America,Argentina,488.6,2,0.2,76.3,26.12,PayPal,3
ORD459,PROD469,Clothing,Shoes,12-10-2024,18-10-2024,CUST569,Nicole Ruiz,Australia,New Zealand,490.77,3,0.24,88.42,47.37,Gift Card,2
ORD460,PROD470,Toys,Board Games,03-07-2024,06-07-2024,CUST570,David Williams,North America,Mexico,161.09,4,0.27,45.53,12.3,Gift Card,4
ORD461,PROD471,Beauty,Haircare,15-06-2024,19-06-2024,CUST571,Laura Ramirez,Europe,Germany,316.36,3,0.25,84.78,17.92,PayPal,1
ORD462,PROD472,Toys,Stuffed Toys,05-10-2024,09-10-2024,CUST572,Brian Nelson,North America,Mexico,272.17,3,0.06,42.87,48.61,Credit Card,3
ORD463,PROD473,Books,Comics,21-12-2024,23-12-2024,CUST573,Carl Vincent,Australia,Australia,466.6,3,0.13,109.27,40.69,Debit Card,3
ORD464,PROD474,Books,Non-Fiction,19-12-2024,27-12-2024,CUST574,David Rodriguez,Asia,South Korea,281.44,3,0.02,68.7,8.56,Gift Card,1
ORD465,PROD475,Beauty,Makeup,16-09-2024,20-09-2024,CUST575,Cory Bernard,Europe,Italy,209.63,1,0.2,52.93,32.25,PayPal,3
ORD466,PROD476,Sports,Sportswear,05-05-2024,14-05-2024,CUST576,Nicole Torres,South America,Argentina,328.92,4,0.08,45.93,47.55,PayPal,3
ORD467,PROD477,Toys,Stuffed Toys,11-09-2024,19-09-2024,CUST577,Amy Brown,South America,Brazil,321.53,2,0.13,69.58,36.95,PayPal,2
ORD468,PROD478,Home & Kitchen,Bedding,08-09-2024,14-09-2024,CUST578,Emily Young,Australia,Australia,306.77,1,0.26,42.29,41.4,Debit Card,3
ORD469,PROD479,Clothing,Shirts,19-07-2024,21-07-2024,CUST579,Jennifer Potter,North America,Canada,136.37,2,0.27,17.61,25.18,Gift Card,2
ORD470,PROD480,Clothing,Jackets,07-04-2024,12-04-2024,CUST580,Matthew Davis,Europe,UK,435.5,4,0.03,58.02,8.26,Gift Card,5
ORD471,PROD481,Sports,Bicycles,13-02-2025,16-02-2025,CUST581,Amy Lynch,Europe,Germany,99.67,4,0.09,16.17,48.36,Gift Card,3
ORD472,PROD482,Clothing,Jackets,08-07-2024,15-07-2024,CUST582,Jennifer Acosta,North America,Canada,341.16,4,0.17,67.61,6.37,Debit Card,5
ORD473,PROD483,Toys,Puzzles,22-05-2024,25-05-2024,CUST583,Tyler Logan,North America,USA,283.56,2,0.03,79.86,11.8,PayPal,5
ORD474,PROD484,Clothing,Jackets,25-02-2025,28-02-2025,CUST584,Rebecca Alvarez,North America,Mexico,275.28,2,0.17,81.91,45.91,Gift Card,5
ORD475,PROD485,Beauty,Makeup,23-11-2024,29-11-2024,CUST585,James Luna,North America,USA,316.7,4,0.26,53.02,34.42,Debit Card,1
ORD476,PROD486,Electronics,Laptops,01-09-2024,04-09-2024,CUST586,Kevin Singh,Asia,India,296.29,3,0.27,37.76,48.88,Gift Card,3
ORD477,PROD487,Books,Comics,21-07-2024,29-07-2024,CUST587,Scott Hicks,Australia,Australia,372.99,1,0.27,90.35,22.68,Credit Card,5
ORD478,PROD488,Sports,Sportswear,28-04-2024,04-05-2024,CUST588,Susan Meyer,Asia,South Korea,122.77,2,0,17.81,25.76,PayPal,3
ORD479,PROD489,Electronics,Tablets,07-06-2024,11-06-2024,CUST589,Kristina Mccoy,Europe,Germany,421.49,2,0.18,84.93,20.91,PayPal,1
ORD480,PROD490,Electronics,Smartphones,10-02-2025,17-02-2025,CUST590,Mr. Charles Crawford,Europe,Germany,424.54,2,0.13,124.94,5.11,Gift Card,1
ORD481,PROD491,Clothing,Shoes,06-08-2024,11-08-2024,CUST591,Michael Webb,Australia,Australia,262.36,2,0.24,30.52,17,PayPal,5
ORD482,PROD492,Clothing,Shirts,06-10-2024,10-10-2024,CUST592,Wendy Fisher,South America,Argentina,395.66,3,0.11,56.5,29.58,Gift Card,2
ORD483,PROD493,Toys,Board Games,27-02-2025,04-03-2025,CUST593,Carl Nelson,Europe,UK,496.3,1,0.15,51.73,24.26,PayPal,1
ORD484,PROD494,Home & Kitchen,Bedding,20-08-2024,25-08-2024,CUST594,Zachary Thompson,Europe,UK,38.82,4,0.1,8.15,35.04,PayPal,2
ORD485,PROD495,Clothing,Shirts,16-11-2024,24-11-2024,CUST595,Juan Spears,North America,Mexico,413.38,1,0.13,45.96,32.91,Gift Card,3
ORD486,PROD496,Beauty,Skincare,13-04-2024,22-04-2024,CUST596,Jennifer Fry,Asia,Japan,272.79,3,0.19,74.84,15.4,Credit Card,4
ORD487,PROD497,Books,Fiction,25-05-2024,01-06-2024,CUST597,Jeffrey Ramos,Europe,Germany,193.84,2,0.29,31.45,5.51,Credit Card,4
ORD488,PROD498,Home & Kitchen,Bedding,16-05-2024,22-05-2024,CUST598,Samantha Hansen,Asia,India,239.8,3,0.17,27.21,12.59,PayPal,1
ORD489,PROD499,Beauty,Makeup,09-02-2025,11-02-2025,CUST599,Raymond Mcpherson,Europe,UK,449.64,3,0.14,87.86,16.65,Credit Card,3
ORD490,PROD500,Beauty,Perfumes,13-02-2025,17-02-2025,CUST600,Katherine Hall,North America,Mexico,269.55,2,0.02,64.53,18.35,Debit Card,4
ORD491,PROD501,Sports,Sportswear,09-03-2024,18-03-2024,CUST601,Cody Walker,South America,Colombia,486.15,2,0.05,56.41,46.46,PayPal,2
ORD492,PROD502,Books,Educational,05-08-2024,13-08-2024,CUST602,Melvin Clay,North America,Mexico,337.02,3,0.1,56.35,35.19,Credit Card,2
ORD493,PROD503,Home & Kitchen,Furniture,27-07-2024,05-08-2024,CUST603,Spencer Richards,North America,Canada,427.44,1,0.17,108.79,26.47,PayPal,2
ORD494,PROD504,Sports,Sportswear,12-04-2024,20-04-2024,CUST604,Samantha Barrett,North America,Mexico,435.56,4,0.2,94.67,29.11,Gift Card,2
ORD495,PROD505,Toys,Board Games,24-06-2024,27-06-2024,CUST605,Tony Rich MD,North America,Canada,375.97,4,0.23,50.08,37.8,Gift Card,5
ORD496,PROD506,Books,Fiction,20-08-2024,26-08-2024,CUST606,Jeff Colon,Asia,South Korea,82.58,3,0.26,22.86,29.43,PayPal,3
ORD497,PROD507,Sports,Dumbbells,28-11-2024,02-12-2024,CUST607,Jason Anderson,North America,USA,434.51,1,0.18,48.47,5.94,Debit Card,1
ORD498,PROD508,Books,Comics,29-01-2025,07-02-2025,CUST608,Anna Garcia,North America,Mexico,303.32,3,0.25,42.19,26.35,PayPal,4
ORD499,PROD509,Electronics,Tablets,13-04-2024,18-04-2024,CUST609,Joseph Kelley,North America,Canada,401.87,1,0.27,99.77,20.59,Credit Card,2
ORD500,PROD510,Beauty,Makeup,05-05-2024,08-05-2024,CUST610,Tracy Lee,Asia,South Korea,282.38,2,0.24,60.31,33.15,Credit Card,2
ORD501,PROD511,Home & Kitchen,Cookware,03-10-2024,10-10-2024,CUST611,Tanya Morrison,Asia,China,127.52,4,0.26,23.22,49.69,PayPal,5
ORD502,PROD512,Electronics,Smartphones,05-10-2024,10-10-2024,CUST612,Joseph Jackson,South America,Colombia,70.21,2,0.18,8.19,24.42,Credit Card,1
ORD503,PROD513,Home & Kitchen,Furniture,05-12-2024,13-12-2024,CUST613,Kayla Rodriguez,Australia,New Zealand,274.56,2,0.03,72.02,11.63,Gift Card,4
ORD504,PROD514,Books,Comics,26-02-2025,06-03-2025,CUST614,Bobby Watts,Asia,India,66.2,3,0.27,6.75,39.1,Debit Card,5
ORD505,PROD515,Toys,Puzzles,20-12-2024,24-12-2024,CUST615,Frank Fields,North America,USA,51.82,2,0.01,8.16,30.65,Debit Card,3
ORD506,PROD516,Sports,Treadmills,28-12-2024,05-01-2025,CUST616,Steven Kramer,Asia,India,487.71,3,0.05,135.97,39.34,PayPal,1
ORD507,PROD517,Books,Educational,02-03-2024,05-03-2024,CUST617,Elizabeth Elliott,Europe,Italy,439.74,2,0.22,126.89,21.4,Gift Card,2
ORD508,PROD518,Beauty,Haircare,11-11-2024,18-11-2024,CUST618,Brandon Ryan,Asia,China,387.51,1,0.07,72.44,14.19,Credit Card,3
ORD509,PROD519,Books,Educational,27-10-2024,30-10-2024,CUST619,Anthony Cox,North America,Canada,498.26,1,0.2,123.72,17.81,PayPal,4
ORD510,PROD520,Sports,Bicycles,20-12-2024,28-12-2024,CUST620,Crystal Bell,Australia,Australia,83.77,3,0.26,8.94,23.49,Debit Card,5
ORD511,PROD521,Clothing,Jeans,19-04-2024,22-04-2024,CUST621,Robert Jensen,North America,USA,95.8,3,0.15,22.03,18.08,Gift Card,1
ORD512,PROD522,Electronics,Headphones,26-03-2024,29-03-2024,CUST622,Richard Jennings,Europe,Italy,386.17,4,0.14,102.47,29.18,Gift Card,2
ORD513,PROD523,Sports,Bicycles,14-08-2024,19-08-2024,CUST623,Derrick Coleman,Europe,France,421.74,1,0.29,78.18,22.85,Debit Card,3
ORD514,PROD524,Electronics,Headphones,23-06-2024,28-06-2024,CUST624,Tanya Garrison,North America,Mexico,259.91,1,0.19,37.21,18.85,Credit Card,5
ORD515,PROD525,Electronics,Tablets,12-02-2025,21-02-2025,CUST625,Henry Potts,Europe,UK,233.93,3,0.05,37.73,34.14,Debit Card,3
ORD516,PROD526,Beauty,Makeup,05-01-2025,13-01-2025,CUST626,Dawn Brown,Australia,New Zealand,274.92,1,0.13,35.25,10.92,Gift Card,5
ORD517,PROD527,Books,Non-Fiction,19-06-2024,23-06-2024,CUST627,Dalton Hoffman,Australia,New Zealand,404.41,1,0.16,102.83,35.86,Debit Card,4
ORD518,PROD528,Sports,Treadmills,07-07-2024,10-07-2024,CUST628,Peter Black,North America,USA,444.65,3,0.25,77.82,40.28,PayPal,5
ORD519,PROD529,Beauty,Makeup,20-02-2025,28-02-2025,CUST629,Steven Salazar,South America,Brazil,158.51,4,0.17,35.68,43.13,Credit Card,1
ORD520,PROD530,Clothing,Jeans,21-06-2024,29-06-2024,CUST630,Michael Randall,Europe,Germany,493.47,2,0.15,96.78,39.03,PayPal,2
ORD521,PROD531,Home & Kitchen,Bedding,18-04-2024,20-04-2024,CUST631,Deanna Jones,Asia,South Korea,401.51,3,0.27,117.56,8.75,Credit Card,4
ORD522,PROD532,Toys,Board Games,06-06-2024,08-06-2024,CUST632,Scott Villanueva,Asia,India,473.93,3,0.14,127.25,45.98,Gift Card,3
ORD523,PROD533,Home & Kitchen,Decor,11-03-2024,18-03-2024,CUST633,Cody Walker,North America,USA,194.56,2,0.2,50.12,40.55,Debit Card,2
ORD524,PROD534,Books,Fiction,25-09-2024,04-10-2024,CUST634,Douglas Maldonado,Europe,Italy,318.36,1,0.27,51.44,42.08,Credit Card,1
ORD525,PROD535,Toys,Board Games,17-10-2024,19-10-2024,CUST635,Gary Hernandez,North America,Mexico,109.15,1,0.25,12.64,40.15,Credit Card,2
ORD526,PROD536,Electronics,Laptops,12-04-2024,15-04-2024,CUST636,Christina Walker,Australia,Australia,416.91,2,0.18,49.65,15.9,Credit Card,1
ORD527,PROD537,Toys,Puzzles,10-04-2024,12-04-2024,CUST637,Jessica Allen,Europe,Italy,47.64,3,0.29,9.67,42.84,Credit Card,5
ORD528,PROD538,Sports,Dumbbells,06-12-2024,08-12-2024,CUST638,Thomas Collins,Australia,New Zealand,369.4,4,0.25,83.41,5.22,PayPal,4
ORD529,PROD539,Books,Educational,09-01-2025,18-01-2025,CUST639,Brad Diaz Jr.,Asia,India,203.81,2,0.07,22.52,27.29,Credit Card,4
ORD530,PROD540,Books,Fiction,30-11-2024,06-12-2024,CUST640,Courtney Washington,Europe,UK,177.1,2,0.14,40.52,39.08,PayPal,1
ORD531,PROD541,Books,Comics,25-02-2025,27-02-2025,CUST641,Dwayne Jennings,Australia,New Zealand,198.72,2,0.18,42.32,41.57,PayPal,5
ORD532,PROD542,Home & Kitchen,Decor,06-07-2024,10-07-2024,CUST642,Crystal Richardson,Asia,South Korea,336.12,1,0.3,70.21,6.08,Gift Card,3
ORD533,PROD543,Beauty,Haircare,28-11-2024,30-11-2024,CUST643,Brett Wong,Europe,Italy,340.39,3,0.17,40.38,28.08,PayPal,3
ORD534,PROD544,Clothing,Jackets,13-01-2025,20-01-2025,CUST644,Sean Brown,North America,Canada,277.42,1,0.03,47.7,18.2,PayPal,1
ORD535,PROD545,Clothing,Jeans,24-06-2024,30-06-2024,CUST645,Clinton Solomon,Asia,Japan,57.4,2,0.03,14.72,22.8,PayPal,3
ORD536,PROD546,Home & Kitchen,Furniture,01-06-2024,04-06-2024,CUST646,Leslie Leach,South America,Argentina,459.66,4,0.24,118.92,31.01,Credit Card,2
ORD537,PROD547,Sports,Bicycles,21-09-2024,29-09-2024,CUST647,Matthew Carter,South America,Argentina,232.9,3,0.22,34.71,12.25,Credit Card,3
ORD538,PROD548,Home & Kitchen,Bedding,28-05-2024,04-06-2024,CUST648,Tiffany Fisher,Europe,France,418.82,3,0.3,100.7,41.73,Credit Card,4
ORD539,PROD549,Clothing,Jeans,20-01-2025,28-01-2025,CUST649,Jonathan Parker,Asia,India,413.07,4,0.11,121.25,31.98,Debit Card,3
ORD540,PROD550,Electronics,Tablets,12-09-2024,17-09-2024,CUST650,Joseph Brown,South America,Argentina,438.54,1,0.11,57.84,20.89,Debit Card,3
ORD541,PROD551,Sports,Sportswear,29-02-2024,04-03-2024,CUST651,Jeremy Alvarez,South America,Colombia,156.86,4,0.02,31.13,38.89,Debit Card,4
ORD542,PROD552,Clothing,Jeans,19-01-2025,26-01-2025,CUST652,Stephen Oneal,Australia,New Zealand,478.56,2,0.21,77.54,26.07,Gift Card,3
ORD543,PROD553,Beauty,Skincare,13-10-2024,18-10-2024,CUST653,Elizabeth Hall,Europe,UK,452.56,1,0.06,99.86,21.7,Debit Card,2
ORD544,PROD554,Sports,Sportswear,18-10-2024,23-10-2024,CUST654,Jordan Harris,South America,Colombia,369.44,3,0.04,67.61,21.18,PayPal,5
ORD545,PROD555,Toys,Puzzles,15-08-2024,23-08-2024,CUST655,Samantha Logan,South America,Colombia,423.28,1,0.09,95.38,10.08,Credit Card,4
ORD546,PROD556,Sports,Bicycles,28-10-2024,02-11-2024,CUST656,Carl Hess,Asia,China,248.16,4,0.26,43.05,49.65,Credit Card,2
ORD547,PROD557,Electronics,Smartphones,03-11-2024,10-11-2024,CUST657,Sean Roberts,Australia,Australia,215.05,2,0.14,36.76,32.02,Gift Card,2
ORD548,PROD558,Toys,Stuffed Toys,11-02-2025,13-02-2025,CUST658,William Henderson,Asia,South Korea,57.62,3,0.25,13.35,13.04,PayPal,1
ORD549,PROD559,Toys,Stuffed Toys,27-07-2024,03-08-2024,CUST659,Shelley Garcia,Australia,New Zealand,197.54,2,0.02,33.66,10,Credit Card,3
ORD550,PROD560,Clothing,Shoes,04-02-2025,06-02-2025,CUST660,Rebecca Morris,North America,Canada,43.55,1,0.09,7.91,35.88,Credit Card,3
ORD551,PROD561,Electronics,Laptops,31-08-2024,03-09-2024,CUST661,Taylor Anderson,Australia,Australia,107.35,2,0.12,22.97,36.09,Debit Card,1
ORD552,PROD562,Sports,Treadmills,03-07-2024,07-07-2024,CUST662,Steven Ward,Asia,India,24.4,2,0.01,2.66,25.28,PayPal,1
ORD553,PROD563,Books,Fiction,10-07-2024,15-07-2024,CUST663,Thomas Brown,North America,Mexico,383.19,4,0.22,39.81,8.88,PayPal,2
ORD554,PROD564,Beauty,Skincare,31-08-2024,09-09-2024,CUST664,Derrick Brock,Europe,Italy,60.77,4,0.06,7.6,24.06,Credit Card,4
ORD555,PROD565,Electronics,Laptops,15-06-2024,19-06-2024,CUST665,Timothy Myers,Asia,Japan,224.82,3,0.28,53.24,46.27,Credit Card,4
ORD556,PROD566,Toys,Board Games,26-10-2024,28-10-2024,CUST666,Robert Pham,Australia,New Zealand,38.77,3,0.3,4.76,47.58,Gift Card,1
ORD557,PROD567,Clothing,Shoes,12-11-2024,17-11-2024,CUST667,Dennis Benson,South America,Argentina,211.01,1,0.23,54.4,48.49,PayPal,3
ORD558,PROD568,Books,Fiction,12-02-2025,19-02-2025,CUST668,Darren Wood,Asia,India,486.68,3,0.08,51.1,41.34,PayPal,2
ORD559,PROD569,Books,Comics,30-01-2025,06-02-2025,CUST669,Patrick Wright,Europe,Italy,482.94,3,0.27,85.69,28.19,Credit Card,3
ORD560,PROD570,Toys,Action Figures,07-01-2025,12-01-2025,CUST670,Tina Dennis,Europe,Italy,252.48,3,0.12,63.29,19.63,Debit Card,1
ORD561,PROD571,Books,Educational,14-07-2024,18-07-2024,CUST671,Samuel Taylor,Australia,Australia,31.82,1,0,4.18,40.94,Debit Card,3
